seqnames	start	end	width	strand	score	nTSSs	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
II	234688	234688	1	+	3	1	Exon (YBL004W_mRNA/YBL004W, exon 1 of 1)	2	236492	236887	396	1	YBL002W	YBL002W_mRNA	-1804
II	236359	236390	32	+	25	4	Promoter	2	236492	236887	396	1	YBL002W	YBL002W_mRNA	-102
II	236425	236501	77	+	144	12	Promoter	2	236492	236887	396	1	YBL002W	YBL002W_mRNA	0
II	236573	236597	25	+	9	3	Promoter	2	236492	236887	396	1	YBL002W	YBL002W_mRNA	81
II	236743	236744	2	+	9	2	Exon (YBL002W_mRNA/YBL002W, exon 1 of 1)	2	236492	236887	396	1	YBL002W	YBL002W_mRNA	251
II	237125	237125	1	+	3	1	Distal Intergenic	2	236492	236887	396	1	YBL002W	YBL002W_mRNA	633
II	241674	241674	1	+	7	1	Downstream (2-3kb)	2	242809	244230	1422	1	YBR003W	YBR003W_mRNA	-1135
II	242775	242798	24	+	14	3	Promoter	2	242809	244230	1422	1	YBR003W	YBR003W_mRNA	-11
II	245817	245817	1	+	3	1	Promoter	2	245906	246547	642	1	YBR005W	YBR005W_mRNA	-89
II	245871	245883	13	+	12	2	Promoter	2	245906	246547	642	1	YBR005W	YBR005W_mRNA	-23
II	246970	246970	1	+	8	1	Promoter	2	247010	248503	1494	1	YBR006W	YBR006W_mRNA	-40
II	248042	248042	1	+	4	1	Exon (YBR006W_mRNA/YBR006W, exon 1 of 1)	2	247010	248503	1494	1	YBR006W	YBR006W_mRNA	1032
II	248075	248087	13	+	11	3	Exon (YBR006W_mRNA/YBR006W, exon 1 of 1)	2	247010	248503	1494	1	YBR006W	YBR006W_mRNA	1065
II	256234	256234	1	+	3	1	Promoter	2	256331	256741	411	1	YBR010W	YBR010W_mRNA	-97
II	256303	256324	22	+	77	4	Promoter	2	256331	256741	411	1	YBR010W	YBR010W_mRNA	-7
II	260575	260575	1	+	10	1	Exon (YBR012W-B/YBR012W-B, exon 1 of 1)	2	259869	265140	5272	1	YBR012W-B	YBR012W-B	706
II	260655	260655	1	+	3	1	Exon (YBR012W-B/YBR012W-B, exon 1 of 1)	2	259869	265140	5272	1	YBR012W-B	YBR012W-B	786
II	260754	260754	1	+	4	1	Exon (YBR012W-B/YBR012W-B, exon 1 of 1)	2	259869	265140	5272	1	YBR012W-B	YBR012W-B	885
II	270194	270236	43	+	158	12	Promoter	2	270247	270633	387	1	YBR016W	YBR016W_mRNA	-11
II	276742	276742	1	+	3	1	Distal Intergenic	2	279021	280607	1587	1	YBR020W	YBR020W_mRNA	-2279
II	276816	276816	1	+	3	1	Distal Intergenic	2	279021	280607	1587	1	YBR020W	YBR020W_mRNA	-2205
II	283655	283689	35	+	16	4	Promoter	2	283738	284271	534	1	YBR022W	YBR022W_mRNA	-49
II	283719	283719	1	+	5	1	Promoter	2	283738	284271	534	1	YBR022W	YBR022W_mRNA	-19
II	289328	289328	1	+	5	1	Promoter	2	289445	290350	906	1	YBR024W	YBR024W_mRNA	-117
II	298213	298223	11	+	13	3	Promoter	2	298292	299950	1659	1	YBR030W	YBR030W_mRNA	-69
II	300142	300156	15	+	84	5	Promoter	2	300166	301254	1089	1	YBR031W	YBR031W_mRNA	-10
II	300914	300914	1	+	3	1	Promoter	2	301519	301821	303	1	YBR032W	YBR032W_mRNA	-605
II	307596	307596	1	+	6	1	Distal Intergenic	2	311898	314789	2892	1	YBR038W	YBR038W_mRNA	-4302
II	311847	311869	23	+	37	6	Promoter	2	311898	314789	2892	1	YBR038W	YBR038W_mRNA	-29
II	315484	315549	66	+	115	13	Promoter	2	315575	316510	936	1	YBR039W	YBR039W_mRNA	-26
II	326316	326338	23	+	8	2	Distal Intergenic	2	331833	332360	528	1	YBR047W	YBR047W_mRNA	-5495
II	331780	331824	45	+	34	6	Promoter	2	331833	332360	528	1	YBR047W	YBR047W_mRNA	-9
II	331868	331868	1	+	3	1	Promoter	2	331833	332360	528	1	YBR047W	YBR047W_mRNA	35
II	332677	332677	1	+	3	1	Promoter	2	332831	333812	982	1	YBR048W	YBR048W_mRNA	-154
II	332740	332900	161	+	767	38	Promoter	2	332831	333812	982	1	YBR048W	YBR048W_mRNA	0
II	333396	333430	35	+	21	4	Exon (YBR048W_mRNA/YBR048W, exon 2 of 2)	2	332831	333812	982	1	YBR048W	YBR048W_mRNA	565
II	333461	333461	1	+	6	1	Exon (YBR048W_mRNA/YBR048W, exon 2 of 2)	2	332831	333812	982	1	YBR048W	YBR048W_mRNA	630
II	337198	337210	13	+	11	2	Promoter	2	337988	338338	351	1	YBR051W	YBR051W_mRNA	-778
II	342779	342791	13	+	22	3	Promoter	2	343101	344135	1035	1	YBR054W	YBR054W_mRNA	-310
II	347809	347809	1	+	10	1	Promoter	2	347879	349384	1506	1	YBR056W	YBR056W_mRNA	-70
II	347842	347842	1	+	3	1	Promoter	2	347879	349384	1506	1	YBR056W	YBR056W_mRNA	-37
II	347885	347885	1	+	3	1	Promoter	2	347879	349384	1506	1	YBR056W	YBR056W_mRNA	6
II	351244	351246	3	+	13	2	Promoter	2	351255	351455	201	1	YBR056W-A	YBR056W-A_mRNA	-9
II	360612	360612	1	+	4	1	Distal Intergenic	2	367763	368191	429	1	YBR064W	YBR064W_mRNA	-7151
II	362849	362849	1	+	4	1	Distal Intergenic	2	367763	368191	429	1	YBR064W	YBR064W_mRNA	-4914
II	362886	362886	1	+	7	1	Distal Intergenic	2	367763	368191	429	1	YBR064W	YBR064W_mRNA	-4877
II	370530	370548	19	+	7	2	Distal Intergenic	2	367763	368191	429	1	YBR064W	YBR064W_mRNA	2767
II	371882	371882	1	+	4	1	Distal Intergenic	2	367763	368191	429	1	YBR064W	YBR064W_mRNA	4119
II	371952	371952	1	+	8	1	Distal Intergenic	2	367763	368191	429	1	YBR064W	YBR064W_mRNA	4189
II	376514	376514	1	+	4	1	Distal Intergenic	2	380411	381046	636	1	YBR071W	YBR071W_mRNA	-3897
II	380210	380210	1	+	5	1	Promoter	2	380411	381046	636	1	YBR071W	YBR071W_mRNA	-201
II	380240	380240	1	+	3	1	Promoter	2	380411	381046	636	1	YBR071W	YBR071W_mRNA	-171
II	380304	380358	55	+	32	6	Promoter	2	380411	381046	636	1	YBR071W	YBR071W_mRNA	-53
II	380450	380450	1	+	5	1	Promoter	2	380411	381046	636	1	YBR071W	YBR071W_mRNA	39
II	381956	381959	4	+	26	2	Promoter	2	382030	382674	645	1	YBR072W	YBR072W_mRNA	-71
II	383137	383154	18	+	44	4	Promoter	2	383112	385988	2877	1	YBR073W	YBR073W_mRNA	25
II	384392	384392	1	+	3	1	Exon (YBR073W_mRNA/YBR073W, exon 1 of 1)	2	383112	385988	2877	1	YBR073W	YBR073W_mRNA	1280
II	386260	386283	24	+	57	5	Promoter	2	386286	389216	2931	1	YBR074W	YBR074W_mRNA	-3
II	392947	392984	38	+	74	5	Promoter	2	393123	394742	1620	1	YBR078W	YBR078W_mRNA	-139
II	393181	393181	1	+	3	1	Promoter	2	393123	394742	1620	1	YBR078W	YBR078W_mRNA	58
II	409119	409136	18	+	23	3	Promoter	2	409169	410629	1461	1	YBR083W	YBR083W_mRNA	-33
II	410149	410149	1	+	3	1	Promoter	2	411054	413981	2928	1	YBR084W	YBR084W_mRNA	-905
II	410971	410971	1	+	4	1	Promoter	2	411054	413981	2928	1	YBR084W	YBR084W_mRNA	-83
II	411007	411007	1	+	8	1	Promoter	2	411054	413981	2928	1	YBR084W	YBR084W_mRNA	-47
II	411040	411040	1	+	46	1	Promoter	2	411054	413981	2928	1	YBR084W	YBR084W_mRNA	-14
II	423754	423754	1	+	5	1	Promoter	2	423765	424829	1065	1	YBR087W	YBR087W_mRNA	-11
II	429566	429566	1	+	3	1	Distal Intergenic	2	432036	434297	2262	1	YBR094W	YBR094W_mRNA	-2470
II	435972	435972	1	+	3	1	Promoter	2	436021	436713	693	1	YBR096W	YBR096W_mRNA	-49
II	436887	436887	1	+	4	1	Promoter	2	436951	441315	4365	1	YBR097W	YBR097W_mRNA	-64
II	441467	441467	1	+	4	1	Promoter	2	441515	443590	2076	1	YBR098W	YBR098W_mRNA	-48
II	441517	441517	1	+	6	1	Promoter	2	441515	443590	2076	1	YBR098W	YBR098W_mRNA	2
II	447534	447592	59	+	22	5	Promoter	2	447709	449316	1608	1	YBR103W	YBR103W_mRNA	-117
II	449575	449579	5	+	17	2	Promoter	2	449667	450656	990	1	YBR104W	YBR104W_mRNA	-88
II	452583	452635	53	+	104	13	Promoter	2	452658	453224	567	1	YBR106W	YBR106W_mRNA	-23
II	454774	454815	42	+	63	8	Promoter	2	454822	457665	2844	1	YBR108W	YBR108W_mRNA	-7
II	458657	458657	1	+	5	1	Promoter	2	458608	458832	225	1	YBR109W-A	YBR109W-A_mRNA	49
II	458692	458712	21	+	7	2	Promoter	2	458608	458832	225	1	YBR109W-A	YBR109W-A_mRNA	84
II	458815	458825	11	+	19	3	Promoter	2	458872	460221	1350	1	YBR110W	YBR110W_mRNA	-47
II	458865	458865	1	+	4	1	Promoter	2	458872	460221	1350	1	YBR110W	YBR110W_mRNA	-7
II	462098	462111	14	+	29	3	Promoter	2	462139	462579	441	1	YBR111W-A	YBR111W-A_mRNA	-28
II	462147	462147	1	+	5	1	Promoter	2	462139	462579	441	1	YBR111W-A	YBR111W-A_mRNA	8
II	467146	467170	25	+	90	6	Promoter	2	467248	469620	2373	1	YBR114W	YBR114W_mRNA	-78
II	467210	467231	22	+	36	5	Promoter	2	467248	469620	2373	1	YBR114W	YBR114W_mRNA	-17
II	467358	467358	1	+	7	1	Exon (YBR114W_mRNA/YBR114W, exon 1 of 1)	2	467248	469620	2373	1	YBR114W	YBR114W_mRNA	110
II	467389	467389	1	+	3	1	Exon (YBR114W_mRNA/YBR114W, exon 1 of 1)	2	467248	469620	2373	1	YBR114W	YBR114W_mRNA	141
II	474283	474344	62	+	44	9	Distal Intergenic	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	-3327
II	477559	477673	115	+	470	19	Promoter	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	0
II	477719	477730	12	+	6	2	Promoter	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	48
II	477802	477844	43	+	13	4	Exon (YBR118W_mRNA/YBR118W, exon 1 of 1)	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	131
II	478149	478149	1	+	7	1	Exon (YBR118W_mRNA/YBR118W, exon 1 of 1)	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	478
II	478305	478305	1	+	4	1	Exon (YBR118W_mRNA/YBR118W, exon 1 of 1)	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	634
II	478561	478586	26	+	6	2	Promoter	2	479338	480323	986	1	YBR119W	YBR119W_mRNA	-752
II	478625	478625	1	+	6	1	Promoter	2	479338	480323	986	1	YBR119W	YBR119W_mRNA	-713
II	479288	479301	14	+	13	2	Promoter	2	479338	480323	986	1	YBR119W	YBR119W_mRNA	-37
II	490822	490831	10	+	19	4	Promoter	2	490850	491056	207	1	YBR126W-A	YBR126W-A_mRNA	-19
II	504745	504778	34	+	36	4	Promoter	2	504854	505306	453	1	YBR135W	YBR135W_mRNA	-76
II	505617	505617	1	+	3	1	Promoter	2	505668	512774	7107	1	YBR136W	YBR136W_mRNA	-51
II	512937	512937	1	+	3	1	Promoter	2	513044	513583	540	1	YBR137W	YBR137W_mRNA	-107
II	512964	512991	28	+	9	3	Promoter	2	513044	513583	540	1	YBR137W	YBR137W_mRNA	-53
II	515639	515666	28	+	75	6	Promoter	2	515664	517190	1527	1	YBR139W	YBR139W_mRNA	0
II	528232	528285	54	+	44	6	Promoter	2	528317	530638	2322	1	YBR142W	YBR142W_mRNA	-32
II	533706	533706	1	+	5	1	Promoter	2	533762	534817	1056	1	YBR145W	YBR145W_mRNA	-56
II	535171	535248	78	+	91	13	Promoter	2	535260	536096	837	1	YBR146W	YBR146W_mRNA	-12
II	536441	536441	1	+	3	1	Promoter	2	536575	537465	891	1	YBR147W	YBR147W_mRNA	-134
II	536474	536474	1	+	4	1	Promoter	2	536575	537465	891	1	YBR147W	YBR147W_mRNA	-101
II	536515	536550	36	+	25	4	Promoter	2	536575	537465	891	1	YBR147W	YBR147W_mRNA	-25
II	539922	539962	41	+	30	4	Promoter	2	539987	541021	1035	1	YBR149W	YBR149W_mRNA	-25
II	540007	540031	25	+	20	4	Promoter	2	539987	541021	1035	1	YBR149W	YBR149W_mRNA	20
II	544866	544965	100	+	96	10	Promoter	2	545028	545978	951	1	YBR151W	YBR151W_mRNA	-63
II	544992	544992	1	+	4	1	Promoter	2	545028	545978	951	1	YBR151W	YBR151W_mRNA	-36
II	547386	547386	1	+	3	1	Promoter	2	547460	548194	735	1	YBR153W	YBR153W_mRNA	-74
II	549674	549695	22	+	16	2	Promoter	2	549771	550928	1158	1	YBR155W	YBR155W_mRNA	-76
II	549726	549734	9	+	14	2	Promoter	2	549771	550928	1158	1	YBR155W	YBR155W_mRNA	-37
II	555496	555496	1	+	3	1	Downstream (2-3kb)	2	556549	558198	1650	1	YBR158W	YBR158W_mRNA	-1053
II	556278	556311	34	+	53	4	Promoter	2	556549	558198	1650	1	YBR158W	YBR158W_mRNA	-238
II	557264	557264	1	+	4	1	Exon (YBR158W_mRNA/YBR158W, exon 1 of 1)	2	556549	558198	1650	1	YBR158W	YBR158W_mRNA	715
II	558621	558665	45	+	26	4	Promoter	2	558685	559728	1044	1	YBR159W	YBR159W_mRNA	-20
II	559947	559947	1	+	5	1	Promoter	2	560078	560974	897	1	YBR160W	YBR160W_mRNA	-131
II	560002	560002	1	+	3	1	Promoter	2	560078	560974	897	1	YBR160W	YBR160W_mRNA	-76
II	561572	561572	1	+	3	1	Promoter	2	561634	562764	1131	1	YBR161W	YBR161W_mRNA	-62
II	564854	564854	1	+	4	1	Promoter	2	565231	565428	198	1	YBR162W-A	YBR162W-A_mRNA	-377
II	564985	565016	32	+	26	4	Promoter	2	565231	565428	198	1	YBR162W-A	YBR162W-A_mRNA	-215
II	565178	565230	53	+	164	14	Promoter	2	565231	565428	198	1	YBR162W-A	YBR162W-A_mRNA	-1
II	565604	565635	32	+	32	8	Promoter	2	565723	567480	1758	1	YBR163W	YBR163W_mRNA	-88
II	565728	565733	6	+	8	2	Promoter	2	565723	567480	1758	1	YBR163W	YBR163W_mRNA	5
II	568760	568768	9	+	17	3	Promoter	2	568852	569685	834	1	YBR165W	YBR165W_mRNA	-84
II	572091	572091	1	+	6	1	Promoter	2	572371	573612	1242	1	YBR168W	YBR168W_mRNA	-280
II	578302	578342	41	+	137	10	Promoter	2	578364	578984	621	1	YBR171W	YBR171W_mRNA	-22
II	596024	596024	1	+	4	1	Promoter	2	596115	597065	951	1	YBR183W	YBR183W_mRNA	-91
II	596051	596072	22	+	19	3	Promoter	2	596115	597065	951	1	YBR183W	YBR183W_mRNA	-43
II	602505	602505	1	+	8	1	Promoter	2	602634	603476	843	1	YBR187W	YBR187W_mRNA	-129
II	602554	602554	1	+	3	1	Promoter	2	602634	603476	843	1	YBR187W	YBR187W_mRNA	-80
II	604454	604507	54	+	355	21	Promoter	2	604508	605508	1001	1	YBR189W	YBR189W_mRNA	-1
II	604943	604943	1	+	3	1	Exon (YBR189W_mRNA/YBR189W, exon 2 of 2)	2	604508	605508	1001	1	YBR189W	YBR189W_mRNA	435
II	604970	604970	1	+	3	1	Exon (YBR189W_mRNA/YBR189W, exon 2 of 2)	2	604508	605508	1001	1	YBR189W	YBR189W_mRNA	462
II	606203	606263	61	+	259	11	Promoter	2	606270	607140	871	1	YBR191W	YBR191W_mRNA	-7
II	606853	606853	1	+	3	1	Promoter	2	607149	607223	75	1	YBR191W-A	YBR191W-A_mRNA	-296
II	607452	607452	1	+	4	1	Promoter	2	607652	608785	1134	1	YBR192W	YBR192W_mRNA	-200
II	607511	607511	1	+	4	1	Promoter	2	607652	608785	1134	1	YBR192W	YBR192W_mRNA	-141
II	609969	609969	1	+	7	1	Promoter	2	610038	610409	372	1	YBR194W	YBR194W_mRNA	-69
II	610031	610031	1	+	3	1	Promoter	2	610038	610409	372	1	YBR194W	YBR194W_mRNA	-7
II	618810	618851	42	+	72	8	Promoter	2	618909	620303	1395	1	YBR199W	YBR199W_mRNA	-58
II	620815	620817	3	+	9	2	Promoter	2	620872	622527	1656	1	YBR200W	YBR200W_mRNA	-55
II	623426	623454	29	+	36	5	Promoter	2	623576	624211	636	1	YBR201W	YBR201W_mRNA	-122
II	625733	625733	1	+	3	1	Promoter	2	625772	628309	2538	1	YBR202W	YBR202W_mRNA	-39
II	628977	628977	1	+	4	1	Promoter	2	629168	631942	2775	1	YBR203W	YBR203W_mRNA	-191
II	633575	633588	14	+	20	2	Promoter	2	633622	634836	1215	1	YBR205W	YBR205W_mRNA	-34
II	645516	645555	40	+	19	3	Promoter	2	645550	645978	429	1	YBR210W	YBR210W_mRNA	0
II	647474	647480	7	+	12	2	Promoter	2	647886	649904	2019	1	YBR212W	YBR212W_mRNA	-406
II	647538	647540	3	+	8	2	Promoter	2	647886	649904	2019	1	YBR212W	YBR212W_mRNA	-346
II	650298	650298	1	+	4	1	Promoter	2	650368	651192	825	1	YBR213W	YBR213W_mRNA	-70
II	651286	651286	1	+	3	1	Promoter	2	651415	652998	1584	1	YBR214W	YBR214W_mRNA	-129
II	651336	651359	24	+	71	5	Promoter	2	651415	652998	1584	1	YBR214W	YBR214W_mRNA	-56
II	653282	653282	1	+	3	1	Promoter	2	653356	655317	1962	1	YBR215W	YBR215W_mRNA	-74
II	653325	653334	10	+	9	2	Promoter	2	653356	655317	1962	1	YBR215W	YBR215W_mRNA	-22
II	657768	657789	22	+	39	4	Promoter	2	657832	658392	561	1	YBR217W	YBR217W_mRNA	-43
II	657818	657818	1	+	3	1	Promoter	2	657832	658392	561	1	YBR217W	YBR217W_mRNA	-14
II	670487	670492	6	+	8	2	Promoter	2	670627	673329	2703	1	YBR225W	YBR225W_mRNA	-135
II	675315	675315	1	+	6	1	Promoter	2	675313	676227	915	1	YBR228W	YBR228W_mRNA	2
II	675375	675375	1	+	3	1	Promoter	2	675313	676227	915	1	YBR228W	YBR228W_mRNA	62
II	680284	680415	132	+	122	20	Promoter	2	680362	680562	201	1	YBR230W-A	YBR230W-A_mRNA	0
II	684925	684958	34	+	26	4	Promoter	2	684977	685261	285	1	YBR233W-A	YBR233W-A_mRNA	-19
II	686820	686820	1	+	5	1	Promoter	2	686901	690263	3363	1	YBR235W	YBR235W_mRNA	-81
II	691910	691946	37	+	72	6	Promoter	2	691969	694518	2550	1	YBR237W	YBR237W_mRNA	-23
II	697842	697842	1	+	6	1	Distal Intergenic	2	691969	694518	2550	1	YBR237W	YBR237W_mRNA	5873
II	697869	697869	1	+	3	1	Distal Intergenic	2	691969	694518	2550	1	YBR237W	YBR237W_mRNA	5900
II	697901	697910	10	+	13	3	Distal Intergenic	2	691969	694518	2550	1	YBR237W	YBR237W_mRNA	5932
II	704454	704454	1	+	3	1	Promoter	2	704670	705386	717	1	YBR242W	YBR242W_mRNA	-216
II	704511	704559	49	+	16	4	Promoter	2	704670	705386	717	1	YBR242W	YBR242W_mRNA	-111
II	707367	707367	1	+	5	1	Promoter	2	707528	708016	489	1	YBR244W	YBR244W_mRNA	-161
II	707451	707451	1	+	4	1	Promoter	2	707528	708016	489	1	YBR244W	YBR244W_mRNA	-77
II	707483	707504	22	+	46	4	Promoter	2	707528	708016	489	1	YBR244W	YBR244W_mRNA	-24
II	711556	711556	1	+	4	1	Promoter	2	711591	712754	1164	1	YBR246W	YBR246W_mRNA	-35
II	721322	721354	33	+	19	3	Promoter	2	721390	722313	924	1	YBR251W	YBR251W_mRNA	-36
II	722580	722593	14	+	33	5	Promoter	2	722611	723054	444	1	YBR252W	YBR252W_mRNA	-18
II	723209	723238	30	+	23	5	Promoter	2	723270	723635	366	1	YBR253W	YBR253W_mRNA	-32
II	723272	723272	1	+	6	1	Promoter	2	723270	723635	366	1	YBR253W	YBR253W_mRNA	2
II	724413	724432	20	+	39	6	Promoter	2	724456	726540	2085	1	YBR255W	YBR255W_mRNA	-24
II	728831	728854	24	+	18	4	Promoter	2	728885	729724	840	1	YBR257W	YBR257W_mRNA	-31
II	730338	730338	1	+	3	1	Promoter	2	730387	732453	2067	1	YBR259W	YBR259W_mRNA	-49
II	736186	736189	4	+	8	2	Promoter	2	736264	737736	1473	1	YBR263W	YBR263W_mRNA	-75
II	736224	736238	15	+	9	2	Promoter	2	736264	737736	1473	1	YBR263W	YBR263W_mRNA	-26
II	738541	738541	1	+	4	1	Promoter	2	738582	739544	963	1	YBR265W	YBR265W_mRNA	-41
II	739813	739853	41	+	137	13	Promoter	2	739841	741022	1182	1	YBR267W	YBR267W_mRNA	0
II	739898	739898	1	+	3	1	Promoter	2	739841	741022	1182	1	YBR267W	YBR267W_mRNA	57
II	741269	741307	39	+	44	6	Promoter	2	741299	741616	318	1	YBR268W	YBR268W_mRNA	0
II	744817	744837	21	+	15	4	Promoter	2	744852	746111	1260	1	YBR271W	YBR271W_mRNA	-15
II	749544	749544	1	+	3	1	Promoter	2	749594	751177	1584	1	YBR274W	YBR274W_mRNA	-50
II	760247	760324	78	+	52	7	Promoter	2	760294	760899	606	1	YBR278W	YBR278W_mRNA	0
II	761224	761232	9	+	23	3	Promoter	2	761257	762594	1338	1	YBR279W	YBR279W_mRNA	-25
II	761811	761811	1	+	3	1	Exon (YBR279W_mRNA/YBR279W, exon 1 of 1)	2	761257	762594	1338	1	YBR279W	YBR279W_mRNA	554
II	762114	762114	1	+	4	1	Exon (YBR279W_mRNA/YBR279W, exon 1 of 1)	2	761257	762594	1338	1	YBR279W	YBR279W_mRNA	857
II	762240	762240	1	+	3	1	Exon (YBR279W_mRNA/YBR279W, exon 1 of 1)	2	761257	762594	1338	1	YBR279W	YBR279W_mRNA	983
II	768193	768220	28	+	43	3	Promoter	2	768240	768680	441	1	YBR282W	YBR282W_mRNA	-20
II	771244	771244	1	+	4	1	Promoter	2	771239	773632	2394	1	YBR284W	YBR284W_mRNA	5
II	774682	774688	7	+	12	3	Promoter	2	774700	776313	1614	1	YBR286W	YBR286W_mRNA	-12
II	776503	776503	1	+	3	1	Promoter	2	776571	777854	1284	1	YBR287W	YBR287W_mRNA	-68
II	776538	776538	1	+	14	1	Promoter	2	776571	777854	1284	1	YBR287W	YBR287W_mRNA	-33
II	779630	779657	28	+	35	5	Promoter	2	779667	782384	2718	1	YBR289W	YBR289W_mRNA	-10
II	782546	782593	48	+	199	16	Promoter	2	782591	783556	966	1	YBR290W	YBR290W_mRNA	0
II	787093	787093	1	+	3	1	Promoter	2	787006	788430	1425	1	YBR293W	YBR293W_mRNA	87
II	799237	799237	1	+	3	1	Downstream (2-3kb)	2	800523	801929	1407	1	YBR297W	YBR297W_mRNA	-1286
II	800459	800502	44	+	57	7	Promoter	2	800523	801929	1407	1	YBR297W	YBR297W_mRNA	-21
II	807363	807363	1	+	5	1	Downstream (2-3kb)	2	809057	809419	363	1	YBR301W	YBR301W_mRNA	-1694
II	583	583	1	-	3	1	Exon (YBL113C_mRNA/YBL113C, exon 1 of 1)	2	280	2658	2379	2	YBL113C	YBL113C_mRNA	2075
II	10545	10566	22	-	70	6	Promoter	2	9961	10551	591	2	YBL107C	YBL107C_mRNA	0
II	13931	13931	1	-	4	1	Promoter	2	10847	13879	3033	2	YBL106C	YBL106C_mRNA	-52
II	17911	17911	1	-	4	1	Promoter	2	14241	17696	3456	2	YBL105C	YBL105C_mRNA	-215
II	17938	17970	33	-	142	7	Promoter	2	14241	17696	3456	2	YBL105C	YBL105C_mRNA	-274
II	23774	23786	13	-	46	3	Promoter	2	22076	23536	1461	2	YBL103C	YBL103C_mRNA	-250
II	28273	28273	1	-	3	1	Promoter	2	24946	28299	3354	2	YBL101C	YBL101C_mRNA	26
II	28606	28606	1	-	6	1	Promoter	2	24946	28299	3354	2	YBL101C	YBL101C_mRNA	-307
II	44961	45017	57	-	61	11	Promoter	2	44256	44918	663	2	YBL093C	YBL093C_mRNA	-99
II	45051	45058	8	-	7	2	Promoter	2	44256	44918	663	2	YBL093C	YBL093C_mRNA	-140
II	47011	47020	10	-	8	2	Exon (YBL091C-A_mRNA/YBL091C-A, exon 2 of 2)	2	46565	47180	616	2	YBL091C-A	YBL091C-A_mRNA	169
II	47150	47201	52	-	103	10	Promoter	2	46565	47180	616	2	YBL091C-A	YBL091C-A_mRNA	0
II	47241	47241	1	-	3	1	Promoter	2	46565	47180	616	2	YBL091C-A	YBL091C-A_mRNA	-61
II	48623	48703	81	-	216	15	Promoter	2	47363	48628	1266	2	YBL091C	YBL091C_mRNA	0
II	59548	59548	1	-	8	1	Promoter	2	51019	59382	8364	2	YBL088C	YBL088C_mRNA	-166
II	59582	59582	1	-	5	1	Promoter	2	51019	59382	8364	2	YBL088C	YBL088C_mRNA	-200
II	60759	60786	28	-	58	6	Promoter	2	59822	60739	918	2	YBL087C	YBL087C_mRNA	-47
II	60822	60822	1	-	4	1	Promoter	2	59822	60739	918	2	YBL087C	YBL087C_mRNA	-83
II	62129	62129	1	-	3	1	Exon (YBL086C_mRNA/YBL086C, exon 1 of 1)	2	61202	62602	1401	2	YBL086C	YBL086C_mRNA	473
II	62619	62640	22	-	15	2	Promoter	2	61202	62602	1401	2	YBL086C	YBL086C_mRNA	-38
II	62672	62672	1	-	3	1	Promoter	2	61202	62602	1401	2	YBL086C	YBL086C_mRNA	-70
II	69566	69569	4	-	10	2	Promoter	2	67169	69445	2277	2	YBL084C	YBL084C_mRNA	-124
II	74711	74724	14	-	24	2	Promoter	2	73070	74695	1626	2	YBL080C	YBL080C_mRNA	-29
II	74778	74778	1	-	3	1	Promoter	2	73070	74695	1626	2	YBL080C	YBL080C_mRNA	-83
II	80736	80775	40	-	59	7	Promoter	2	80378	80731	354	2	YBL078C	YBL078C_mRNA	-44
II	80803	80813	11	-	6	2	Promoter	2	80378	80731	354	2	YBL078C	YBL078C_mRNA	-82
II	83783	83783	1	-	3	1	Exon (YBL076C_mRNA/YBL076C, exon 1 of 1)	2	81043	84261	3219	2	YBL076C	YBL076C_mRNA	478
II	84269	84307	39	-	37	4	Promoter	2	81043	84261	3219	2	YBL076C	YBL076C_mRNA	-46
II	89123	89132	10	-	30	2	Promoter	2	88523	89125	603	2	YBL072C	YBL072C_mRNA	0
II	89450	89501	52	-	298	15	Exon (YBL071C-B_mRNA/YBL071C-B, exon 1 of 1)	2	89458	89556	99	2	YBL071C-B	YBL071C-B_mRNA	106
II	96109	96135	27	-	19	4	Promoter	2	93639	95882	2244	2	YBL067C	YBL067C_mRNA	-253
II	96163	96179	17	-	17	4	Promoter	2	93639	95882	2244	2	YBL067C	YBL067C_mRNA	-297
II	100154	100171	18	-	19	4	Promoter	2	96669	100115	3447	2	YBL066C	YBL066C_mRNA	-56
II	101168	101224	57	-	30	4	Promoter	2	100371	101156	786	2	YBL064C	YBL064C_mRNA	-68
II	105941	105941	1	-	3	1	Exon (YBL061C_mRNA/YBL061C, exon 1 of 1)	2	105316	107406	2091	2	YBL061C	YBL061C_mRNA	1465
II	107506	107506	1	-	6	1	Promoter	2	105316	107406	2091	2	YBL061C	YBL061C_mRNA	-100
II	110531	110577	47	-	87	9	Promoter	2	110125	110539	415	2	YBL059C-A	YBL059C-A_mRNA	0
II	113419	113452	34	-	40	6	Promoter	2	112801	113427	627	2	YBL057C	YBL057C_mRNA	0
II	116803	116827	25	-	19	2	Promoter	2	115573	116829	1257	2	YBL055C	YBL055C_mRNA	26
II	122045	122045	1	-	3	1	Promoter	2	119379	121874	2496	2	YBL052C	YBL052C_mRNA	-171
